group_name,app_name,platform,region,language,denominator,numerator,conversion_rate
this,ems,android,E,n,1,1,1
this,ms,ios,E,o,1,0,0
this,ms,android,E,z,1,1,1
this,tv,android,E,l,1,1,1
this,ms,android,E,l,1,1,1
this,tv,android,E,t,1,0,0
this,tv,ios,E,v,1,0,0
this,tv,android,E,i,1,1,1
this,ms,ios,E,s,1,0,0
this,ms,android,E,t,1,1,1
this,ms,ios,E,a,1,0,0
this,tv,android,E,i,1,1,1
this,ms,android,E,r,1,1,1
this,ms,android,E,n,1,0,0
this,tv,android,E,n,1,1,1
this,ms,android,E,s,1,1,1
this,ms,ios,E,n,1,0,0
this,tv,android,E,r,1,0,0
this,ms,android,E,s,1,0,0
this,ms,android,E,l,1,0,0
this,ms,android,E,k,1,1,1
this,sd,android,E,n,1,1,1
this,ms,android,G,r,1,0,0
this,ms,android,G,s,1,1,1
this,tv,ios,G,a,1,1,1
this,tv,android,G,o,1,1,1
this,ms,android,G,l,1,0,0
this,ms,android,G,s,1,0,0
this,ems,android,G,i,1,0,0
this,ms,android,H,u,1,1,1
this,ms,ios,H,o,1,0,0
this,tv,android,H,r,1,1,1
this,tv,android,H,r,1,1,1
this,ms,android,H,r,1,0,0
this,ms,android,H,a,1,1,1
this,ms,android,H,l,1,0,0
this,ems,android,H,l,1,0,0
this,ems,android,H,u,1,0,0
this,ms,ios,H,i,1,1,1
this,ems,ios,H,i,1,0,0
this,ems,ios,H,n,1,0,0
this,tv,android,H,e,1,0,0
this,tv,android,H,a,1,0,0
this,ems,android,H,n,1,1,1
this,ms,android,H,z,1,0,0
this,ms,android,H,s,1,0,0
this,ms,android,H,r,1,1,1
this,ms,ios,H,a,1,0,0
this,ems,android,H,r,1,0,0
this,tv,ios,K,i,1,0,0
this,tv,ios,K,r,1,0,0
this,ems,android,K,r,1,0,0
this,ms,android,K,a,1,0,0
this,ms,android,K,r,1,1,1
this,ms,android,K,s,1,0,0
this,ems,ios,K,n,1,0,0
this,tv,android,K,d,1,1,1
this,ms,android,K,l,1,0,0
this,ems,android,N,d,1,0,0
this,tv,android,N,h,1,0,0
this,ms,android,N,r,1,1,1
this,ms,android,N,y,1,1,1
this,ms,android,N,l,1,0,0
this,ms,android,N,o,1,0,0
this,ms,android,N,r,1,1,1
this,md,android,N,r,1,0,0
this,ems,ios,N,n,1,1,1
this,ems,android,N,h,1,0,0
this,md,android,N,o,1,0,0
this,tv,android,N,n,1,1,1
this,md,android,N,l,1,0,0
this,md,android,N,n,1,0,0
this,ms,android,N,s,1,1,1
this,tv,android,N,i,1,0,0
this,tv,android,N,l,1,0,0
this,ms,android,N,b,1,0,0
this,ems,android,N,s,1,1,1
this,ms,android,N,a,1,0,0
this,ms,android,N,z,1,0,0
this,ms,android,N,i,1,1,1
this,si,android,N,h,1,0,0
this,tv,android,N,i,1,0,0
this,md,android,N,i,1,0,0
this,ms,android,N,t,1,1,1
this,ms,ios,N,u,1,0,0
this,ems,android,N,l,1,1,1
this,ms,android,N,r,1,0,0
this,ms,android,N,e,1,0,0
this,si,android,N,j,1,0,0
this,ms,ios,N,j,1,1,1
this,ems,android,N,o,1,0,0
this,ms,android,N,s,1,1,1
this,ms,android,N,e,1,0,0
this,md,android,N,a,1,0,0
this,ms,android,N,l,1,0,0
this,ms,android,N,r,1,1,1
this,ms,android,N,a,1,0,0
this,tv,ios,O,r,1,0,0
this,ems,android,O,i,1,1,1
this,ms,android,O,o,1,1,1
this,ms,ios,O,i,1,1,1
this,ms,ios,O,t,1,0,0
this,ms,android,O,r,1,1,1
this,tv,android,O,t,1,0,0
this,tv,android,O,h,1,0,0
this,tv,ios,P,h,1,1,1
this,ms,ios,P,r,1,0,0
this,tv,android,P,h,1,1,1
this,tv,ios,P,l,1,1,1
this,ms,android,P,l,1,1,1
this,ms,ios,P,o,1,0,0
this,ms,android,P,r,1,1,1
this,tv,ios,P,h,1,0,0
this,ms,android,P,r,1,1,1
this,ms,android,P,u,1,1,1
this,md,android,P,n,1,1,1
this,ms,ios,P,d,1,0,0
this,ms,android,P,o,1,0,0
this,md,android,R,r,1,1,1
this,tv,android,R,t,1,0,0
this,ms,android,R,t,1,0,0
this,ms,ios,R,r,1,1,1
this,tv,ios,R,u,1,0,0
this,sd,android,R,n,1,1,1
this,ems,android,R,r,1,0,0
this,ms,ios,R,i,1,0,0
this,ms,android,R,a,1,0,0
this,ms,android,R,e,1,1,1
this,ems,android,R,r,1,0,0
this,tv,ios,R,n,1,0,0
this,ms,android,R,r,1,0,0
this,tv,android,R,r,1,1,1
this,ms,android,R,z,1,0,0
this,ms,android,R,o,1,0,0
this,ms,android,R,r,1,1,1
this,ms,android,R,t,1,0,0
this,ems,android,R,r,1,1,1
this,tv,android,R,s,1,0,0
this,ms,ios,R,r,1,1,1
this,ms,android,R,s,1,0,0
this,tv,ios,R,i,1,0,0
this,ms,android,R,a,1,1,1
this,ms,android,R,n,1,0,0
this,ms,android,R,r,1,0,0
this,tv,ios,R,i,1,1,1
this,ms,android,R,u,1,0,0
this,ms,android,R,o,1,0,0
this,tv,android,R,d,1,1,1
this,ms,android,R,o,1,1,1
this,ms,android,R,q,1,0,0
this,ems,android,R,n,1,1,1
this,ms,android,R,l,1,0,0
this,ms,android,R,l,1,0,0
this,ms,android,R,s,1,1,1
this,tv,android,R,a,1,0,0
this,ms,android,R,t,1,1,1
this,ms,android,R,a,1,0,0
this,tv,ios,R,r,1,1,1
this,ms,android,R,i,1,1,1
this,ms,ios,R,a,1,0,0
this,ms,android,R,a,1,0,0
this,ms,ios,R,a,1,0,0
this,ms,android,R,t,1,0,0
this,ms,android,R,s,1,0,0
this,ms,android,R,r,1,0,0
this,ems,android,R,n,1,1,1
this,ms,android,R,i,1,1,1
this,tv,android,R,n,1,0,0
this,ems,ios,R,h,1,0,0
this,tv,android,R,z,1,0,0
this,tv,android,R,t,1,1,1
this,ms,android,R,t,1,0,0
this,tv,android,R,h,1,0,0
this,ms,android,s,a,1,1,1
this,ms,android,S,a,1,1,1
this,ms,ios,s,s,1,1,1
this,tv,ios,s,n,1,1,1
this,tv,android,S,l,1,1,1
this,ms,ios,S,t,1,1,1
this,tv,ios,S,n,1,1,1
this,tv,android,S,n,1,1,1
this,ms,android,S,e,1,1,1
this,ms,android,S,e,1,1,1
this,ems,android,S,n,1,1,1
this,tv,ios,s,r,1,1,1
this,ms,android,s,s,1,1,1
this,tv,android,S,r,1,1,1
this,ms,android,S,r,1,1,1
this,tv,android,S,t,1,1,1
this,tv,android,S,w,1,1,1
this,ms,android,S,l,1,1,1
this,tv,android,S,r,1,1,1
this,si,android,S,a,1,1,1
this,ms,android,s,l,1,1,1
this,ems,android,S,r,1,1,1
this,ms,ios,S,r,1,0,0
this,ems,ios,S,o,1,0,0
this,ms,android,s,z,1,0,0
this,ms,android,S,r,1,0,0
this,tv,android,S,a,1,0,0
this,tv,ios,S,r,1,0,0
this,tv,android,S,z,1,0,0
this,ms,android,S,e,1,0,0
this,ms,ios,S,h,1,0,0
this,ms,android,S,v,1,0,0
this,tv,android,S,r,1,0,0
this,tv,ios,S,s,1,0,0
this,tv,android,s,h,1,0,0
this,tv,android,s,i,1,0,0
this,ms,ios,S,r,1,0,0
this,tv,android,S,e,1,0,0
this,tv,android,s,r,1,0,0
this,tv,android,s,l,1,0,0
this,tv,ios,s,t,1,0,0
this,tv,android,s,u,1,0,0
this,ms,ios,S,a,1,0,0
this,ms,android,S,a,1,0,0
this,tv,android,S,n,1,0,0
this,ms,android,S,a,1,0,0
this,ems,ios,S,u,1,0,0
this,ems,ios,s,n,1,0,0
this,tv,android,S,a,1,0,0
this,si,android,s,n,1,0,0
this,tv,android,S,e,1,0,0
this,ms,ios,s,i,1,0,0
this,ms,ios,S,y,1,0,0
this,tv,ios,S,n,1,0,0
this,ms,android,s,w,1,0,0
this,ms,android,S,r,1,0,0
this,ms,android,T,g,1,1,1
this,ms,android,T,r,1,0,0
this,ms,android,T,q,1,1,1
this,ms,ios,T,n,1,1,1
this,tv,android,T,h,1,0,0
this,ms,android,T,k,1,0,0
this,ms,android,T,r,1,0,0
this,tv,ios,T,n,1,0,0
this,ms,android,T,n,1,0,0
this,tv,android,T,a,1,1,1
this,tv,android,T,t,1,1,1
this,tv,android,U,b,1,1,1
this,ms,android,U,e,1,1,1
this,ms,ios,U,o,1,1,1
this,ems,android,U,i,1,1,1
this,ms,android,U,t,1,1,1
this,ms,ios,U,a,1,0,0
this,tv,android,U,r,1,1,1
this,md,android,U,n,1,0,0
this,tv,android,U,y,1,1,1
this,ms,ios,U,t,1,1,1
this,tv,android,U,i,1,0,0
this,ems,ios,U,r,1,0,0
this,ms,android,U,k,1,1,1
this,ms,ios,U,y,1,0,0
this,ms,android,U,b,1,1,1
this,ms,android,U,l,1,0,0
this,tv,android,U,s,1,1,1
this,tv,android,U,e,1,0,0
this,tv,android,U,v,1,0,0
this,ms,android,U,g,1,0,0
this,ems,android,U,n,1,1,1
this,ms,android,U,h,1,0,0
this,ems,android,U,k,1,0,0
this,ems,android,U,a,1,0,0
this,tv,android,U,o,1,1,1
this,ems,ios,U,n,1,1,1
this,ems,ios,W,h,1,0,0
this,ms,android,W,r,1,1,1
this,ems,android,W,i,1,0,0
this,ems,android,W,h,1,0,0
this,ms,ios,W,s,1,0,0
this,ms,android,W,r,1,1,1
this,ems,android,W,n,1,0,0
this,ms,ios,X,u,1,0,0
this,ms,android,X,t,1,0,0
this,ms,android,X,o,1,0,0
this,ms,android,X,k,1,0,0
this,ms,ios,X,r,1,1,1
this,ems,ios,X,i,1,0,0
this,ms,ios,X,e,1,1,1
this,ms,android,X,a,1,0,0
this,ms,ios,X,h,1,0,0
this,ms,android,Y,r,1,0,0
this,tv,ios,Y,u,1,0,0
this,ms,ios,Y,t,1,1,1
this,md,android,Y,s,1,0,0
this,ms,android,Y,t,1,1,1
this,ms,ios,Y,y,1,1,1
this,tv,android,Y,r,1,1,1
this,tv,android,Y,n,1,0,0
this,tv,ios,Y,y,1,0,0
this,tv,android,Y,h,1,1,1
this,ms,android,Y,s,1,0,0
this,tv,ios,Y,a,1,1,1
this,tv,android,Y,m,1,0,0
this,ms,android,Y,l,1,1,1
this,si,android,Y,n,1,1,1
this,ms,ios,Y,n,1,0,0
this,ms,android,Y,a,1,0,0
this,tv,ios,Y,r,1,0,0
this,si,android,Y,s,1,0,0
