group_name,app_name,platform,country,language,create_datediff,orders
base,tv,ios,R,i,31-90day,7
this,tv,ios,X,i,31-90day,7
this,ems,ios,s,i,31-90day,7
this,tv,ios,R,i,31-90day,7
base,ms,ios,D,h,1-7day,7
base,ms,ios,s,h,1-7day,7
this,ms,ios,P,h,8-30day,7
this,ms,ios,R,h,8-30day,7
base,tv,ios,s,h,>90day,7
base,ms,ios,U,h,>90day,7
this,tv,ios,s,h,>90day,7
this,tv,ios,N,h,>90day,7
base,tv,ios,N,h,>90day,7
this,ms,ios,D,h,>90day,7
base,ms,ios,E,h,>90day,7
base,tv,ios,R,h,>90day,7
base,tv,ios,E,h,>90day,7
this,tv,ios,D,h,>90day,7
base,ms,ios,D,h,>90day,7
base,tv,ios,N,h,>90day,7
this,tv,ios,E,h,>90day,7
base,ms,ios,R,h,31-90day,7
this,ms,ios,G,h,31-90day,7
base,tv,ios,N,h,31-90day,7
base,tv,ios,R,h,31-90day,7
this,ems,ios,R,h,31-90day,7
base,tv,ios,S,h,31-90day,7
base,ms,ios,H,h,31-90day,7
base,tv,ios,G,h,31-90day,7
base,ms,ios,N,h,31-90day,7
base,tv,ios,Y,h,31-90day,7
this,ms,ios,s,e,1-7day,7
this,ms,ios,N,e,8-30day,7
this,tv,ios,E,e,>90day,7
this,tv,ios,P,e,>90day,7
base,tv,ios,S,e,>90day,7
base,ms,ios,N,d,0day,7
base,ms,ios,K,d,>90day,7
base,tv,ios,N,d,31-90day,7
this,ms,ios,K,a,0day,7
base,ms,ios,K,a,0day,7
this,ms,ios,K,a,1-7day,7
base,tv,ios,N,a,1-7day,7
base,tv,ios,N,a,1-7day,7
base,ms,ios,W,a,8-30day,7
this,ms,ios,H,a,>90day,7
base,ms,ios,G,a,>90day,7
this,tv,ios,Y,a,>90day,7
base,tv,ios,H,a,31-90day,7
base,ems,android,U,z,0day,7
this,ms,android,S,z,1-7day,7
base,ms,android,D,z,>90day,7
base,tv,android,H,z,>90day,7
base,ems,android,S,z,>90day,7
this,ems,android,S,z,>90day,7
base,ms,android,R,z,31-90day,7
this,ems,android,U,z,31-90day,7
this,tv,android,N,y,0day,7
this,tv,android,s,y,0day,7
base,ms,android,S,y,0day,7
base,tv,android,N,y,1-7day,7
this,tv,android,S,y,1-7day,7
base,tv,android,Y,y,1-7day,7
this,ms,android,E,y,>90day,7
base,ms,android,U,y,>90day,7
base,ms,android,S,y,>90day,7
base,ms,android,H,y,>90day,7
base,ems,android,N,y,>90day,7
base,tv,android,N,y,>90day,7
base,md,android,S,y,>90day,7
base,ms,android,U,y,>90day,7
base,tv,android,R,y,>90day,7
base,ems,android,Y,y,31-90day,7
this,tv,android,H,y,31-90day,7
base,ms,android,E,w,1-7day,7
base,ms,android,R,w,8-30day,7
base,ms,android,E,w,31-90day,7
this,tv,android,S,w,31-90day,7
this,ms,android,R,w,31-90day,7
base,tv,android,U,v,8-30day,7
base,tv,android,S,v,>90day,7
this,tv,android,S,v,>90day,7
this,tv,android,R,v,>90day,7
this,ms,android,O,v,>90day,7
this,tv,android,U,v,31-90day,7
this,ms,android,S,v,31-90day,7
this,tv,android,E,v,31-90day,7
base,ems,android,s,u,0day,7
base,ms,android,S,u,1-7day,7
base,ems,android,s,u,1-7day,7
this,tv,android,s,u,1-7day,7
base,ms,android,E,u,1-7day,7
this,si,android,N,u,8-30day,7
this,ems,android,s,u,8-30day,7
base,tv,android,s,u,8-30day,7
this,ms,android,H,u,8-30day,7
base,tv,android,T,u,8-30day,7
this,tv,android,T,u,8-30day,7
base,ms,android,S,u,>90day,7
this,md,android,N,u,>90day,7
this,ms,android,H,u,>90day,7
this,tv,android,H,u,>90day,7
base,tv,android,H,u,>90day,7
base,ms,android,N,u,>90day,7
this,tv,android,W,u,>90day,7
base,ms,android,U,u,31-90day,7
this,ms,android,H,u,31-90day,7
this,ems,android,R,u,31-90day,7
this,ms,android,R,u,31-90day,7
this,tv,android,S,u,31-90day,7
this,ms,android,U,t,0day,7
this,tv,android,S,t,0day,7
base,ems,android,H,t,8-30day,7
base,ms,android,H,t,8-30day,7
this,ms,android,E,t,8-30day,7
base,tv,android,R,t,8-30day,7
base,ms,android,H,t,8-30day,7
base,tv,android,O,t,8-30day,7
this,tv,android,P,t,8-30day,7
base,ms,android,H,t,>90day,7
this,ms,android,S,t,>90day,7
this,ms,android,D,t,>90day,7
this,ms,android,N,t,>90day,7
base,ms,android,D,t,>90day,7
this,ms,android,G,t,>90day,7
this,ms,android,R,t,>90day,7
base,ms,android,H,t,31-90day,7
this,ms,android,R,t,31-90day,7
base,ms,android,X,t,31-90day,7
this,ms,android,S,t,31-90day,7
base,tv,android,X,t,31-90day,7
this,tv,android,O,t,31-90day,7
base,ms,android,H,t,31-90day,7
base,ms,android,E,t,31-90day,7
base,si,android,N,s,0day,7
base,tv,android,s,s,0day,7
base,ms,android,N,s,0day,7
this,ms,android,E,s,0day,7
base,ms,android,D,s,0day,7
this,ms,android,S,s,1-7day,7
this,ms,android,E,s,1-7day,7
base,ms,android,P,s,1-7day,7
base,ms,android,H,s,1-7day,7
base,ms,android,U,s,1-7day,7
this,tv,android,N,s,1-7day,7
this,ms,android,D,s,1-7day,7
this,ems,android,N,s,8-30day,7
this,ms,android,s,s,8-30day,7
this,tv,android,s,s,8-30day,7
base,md,android,X,s,8-30day,7
base,ms,android,N,s,8-30day,7
base,md,android,D,s,>90day,7
base,ems,android,N,s,>90day,7
this,md,android,N,s,>90day,7
base,ms,android,R,s,>90day,7
base,ms,android,D,s,>90day,7
base,ms,android,R,s,>90day,7
this,ms,android,R,s,>90day,7
base,ms,android,R,s,>90day,7
this,ms,android,R,s,>90day,7
this,tv,android,E,s,>90day,7
this,tv,android,N,s,>90day,7
base,md,android,S,s,>90day,7
this,md,android,S,s,>90day,7
this,ms,android,E,s,>90day,7
base,tv,android,R,s,>90day,7
base,tv,android,D,s,>90day,7
this,ms,android,P,s,>90day,7
this,tv,android,R,s,>90day,7
this,tv,android,N,s,>90day,7
this,tv,android,s,s,31-90day,7
this,md,android,X,s,31-90day,7
base,ms,android,K,s,31-90day,7
base,ms,android,D,s,31-90day,7
base,tv,android,E,s,31-90day,7
base,tv,android,W,s,31-90day,7
this,ms,android,E,s,31-90day,7
this,md,android,D,s,31-90day,7
base,md,android,D,s,31-90day,7
base,ems,android,D,s,31-90day,7
this,ms,android,G,r,0day,7
this,ms,android,D,r,0day,7
base,ms,android,T,r,0day,7
base,ems,android,U,r,0day,7
base,ems,android,R,r,1-7day,7
base,tv,android,N,r,1-7day,7
base,ms,android,H,r,1-7day,7
this,si,android,N,r,1-7day,7
base,tv,android,K,r,1-7day,7
this,ms,android,S,r,1-7day,7
this,tv,android,E,r,1-7day,7
this,tv,android,D,r,1-7day,7
base,tv,android,D,r,8-30day,7
this,md,android,X,r,8-30day,7
base,tv,android,K,r,8-30day,7
this,tv,android,T,r,8-30day,7
this,tv,android,R,r,8-30day,7
this,md,android,N,r,8-30day,7
this,tv,android,P,r,8-30day,7
this,tv,android,E,r,8-30day,7
base,ms,android,O,r,8-30day,7
this,tv,android,S,r,8-30day,7
this,tv,android,P,r,>90day,7
this,tv,android,Y,r,>90day,7
this,ems,android,N,r,>90day,7
base,ems,android,s,r,>90day,7
this,ms,android,W,r,>90day,7
this,ems,android,R,r,>90day,7
base,tv,android,W,r,>90day,7
this,ms,android,K,r,>90day,7
base,ems,android,D,r,>90day,7
base,ems,android,N,r,>90day,7
base,tv,android,D,r,>90day,7
this,ems,android,N,r,>90day,7
this,tv,android,X,r,>90day,7
this,tv,android,E,r,>90day,7
base,ms,android,D,r,>90day,7
this,ms,android,D,r,>90day,7
this,sd,android,N,r,>90day,7
this,ms,android,S,r,>90day,7
base,ms,android,R,r,>90day,7
base,tv,android,E,r,>90day,7
base,tv,android,P,r,>90day,7
base,ms,android,N,r,>90day,7
this,tv,android,D,r,>90day,7
this,ms,android,O,r,31-90day,7
base,ms,android,N,r,31-90day,7
this,md,android,R,r,31-90day,7
base,ms,android,G,r,31-90day,7
this,ems,android,R,r,31-90day,7
base,ms,android,H,r,31-90day,7
this,tv,android,H,r,31-90day,7
this,tv,android,R,r,31-90day,7
base,ms,android,K,r,31-90day,7
this,tv,android,D,r,31-90day,7
this,ms,android,R,r,31-90day,7
base,md,android,N,r,31-90day,7
base,tv,android,S,r,31-90day,7
base,ms,android,U,r,31-90day,7
this,tv,android,S,r,31-90day,7
this,ms,android,O,r,31-90day,7
base,tv,android,P,r,31-90day,7
this,ms,android,R,r,31-90day,7
this,ms,android,T,q,1-7day,7
base,tv,android,s,q,>90day,7
this,ems,android,R,o,0day,7
base,ems,android,R,o,0day,7
base,ms,android,U,o,0day,7
this,ms,android,E,o,0day,7
base,ms,android,E,o,0day,7
base,ms,android,X,o,1-7day,7
this,ms,android,s,o,1-7day,7
base,ms,android,U,o,1-7day,7
base,ms,android,P,o,1-7day,7
this,ms,android,H,o,1-7day,7
base,ms,android,N,o,1-7day,7
base,ems,android,N,o,8-30day,7
this,ms,android,S,o,8-30day,7
this,ms,android,N,o,8-30day,7
base,tv,android,G,o,8-30day,7
this,ms,android,X,o,8-30day,7
base,ms,android,s,o,8-30day,7
base,ms,android,S,o,>90day,7
base,ms,android,D,o,>90day,7
this,tv,android,D,o,>90day,7
base,ms,android,S,o,>90day,7
this,tv,android,W,o,>90day,7
base,tv,android,S,o,>90day,7
this,tv,android,S,o,>90day,7
this,tv,android,T,o,>90day,7
this,ms,android,X,o,31-90day,7
base,tv,android,N,o,31-90day,7
base,ms,android,E,o,31-90day,7
base,ms,android,E,o,31-90day,7
this,ms,android,S,n,0day,7
base,md,android,N,n,0day,7
this,ems,android,G,n,0day,7
base,ems,android,U,n,0day,7
this,tv,android,P,n,0day,7
base,tv,android,R,n,0day,7
base,si,android,S,n,0day,7
base,ems,android,D,n,0day,7
base,ms,android,N,n,0day,7
base,ms,android,H,n,0day,7
this,ms,android,R,n,0day,7
base,tv,android,N,n,0day,7
base,ems,android,N,n,0day,7
this,ms,android,s,n,1-7day,7
base,tv,android,R,n,1-7day,7
this,tv,android,N,n,1-7day,7
base,ems,android,W,n,1-7day,7
this,md,android,W,n,1-7day,7
base,tv,android,U,n,1-7day,7
base,tv,android,H,n,1-7day,7
this,ms,android,D,n,8-30day,7
base,tv,android,P,n,8-30day,7
this,sd,android,K,n,8-30day,7
this,tv,android,R,n,8-30day,7
base,si,android,K,n,8-30day,7
this,ems,android,E,n,8-30day,7
this,ems,android,G,n,8-30day,7
this,ems,android,E,n,8-30day,7
this,ms,android,R,n,8-30day,7
this,ms,android,H,n,8-30day,7
this,ms,android,N,n,8-30day,7
base,md,android,N,n,8-30day,7
base,ms,android,N,n,8-30day,7
base,md,android,s,n,8-30day,7
base,md,android,Y,n,>90day,7
this,ms,android,R,n,>90day,7
base,md,android,E,n,>90day,7
this,tv,android,P,n,>90day,7
this,ems,android,D,n,>90day,7
base,tv,android,s,n,>90day,7
base,tv,android,E,n,>90day,7
base,sd,android,s,n,>90day,7
base,ems,android,T,n,>90day,7
this,md,android,R,n,>90day,7
base,si,android,R,n,>90day,7
this,md,android,S,n,>90day,7
this,md,android,G,n,>90day,7
base,ems,android,R,n,>90day,7
this,si,android,E,n,>90day,7
this,md,android,N,n,>90day,7
this,si,android,s,n,>90day,7
this,si,android,K,n,>90day,7
this,ems,android,T,n,>90day,7
this,sd,android,S,n,>90day,7
this,md,android,T,n,>90day,7
this,ms,android,H,n,>90day,7
this,ms,android,D,n,>90day,7
base,ms,android,s,n,>90day,7
base,ms,android,Y,n,>90day,7
base,ms,android,P,n,>90day,7
this,md,android,E,n,31-90day,7
base,md,android,D,n,31-90day,7
base,md,android,Y,n,31-90day,7
base,ems,android,E,n,31-90day,7
this,sd,android,D,n,31-90day,7
this,md,android,H,n,31-90day,7
base,md,android,R,n,31-90day,7
base,ms,android,N,n,31-90day,7
this,ms,android,H,n,31-90day,7
base,ems,android,S,n,31-90day,7
this,ms,android,S,n,31-90day,7
base,tv,android,P,n,31-90day,7
this,ms,android,H,n,31-90day,7
base,ms,android,S,n,31-90day,7
base,md,android,E,n,31-90day,7
base,ems,android,K,n,31-90day,7
this,ms,android,E,n,31-90day,7
this,ms,android,S,n,31-90day,7
base,ems,android,H,m,0day,7
base,tv,android,R,l,0day,7
this,tv,android,R,l,0day,7
base,tv,android,s,l,1-7day,7
this,ms,android,S,l,1-7day,7
this,ms,android,T,l,1-7day,7
base,ms,android,H,l,1-7day,7
base,ms,android,E,l,8-30day,7
this,tv,android,Y,l,8-30day,7
base,ms,android,s,l,8-30day,7
base,ms,android,S,l,>90day,7
this,ms,android,S,l,>90day,7
base,ms,android,E,l,>90day,7
this,tv,android,Y,l,>90day,7
base,tv,android,S,l,>90day,7
this,ms,android,Y,l,>90day,7
base,ms,android,Y,l,>90day,7
this,ms,android,R,l,>90day,7
this,tv,android,Y,l,>90day,7
this,ms,android,R,l,>90day,7
this,tv,android,D,l,>90day,7
base,tv,android,Y,l,>90day,7
this,md,android,D,l,>90day,7
base,tv,android,R,l,>90day,7
base,ms,android,E,l,>90day,7
this,ms,android,E,l,>90day,7
this,ms,android,R,l,>90day,7
this,tv,android,s,l,>90day,7
base,ms,android,T,l,>90day,7
base,ms,android,W,l,>90day,7
this,ms,android,T,l,>90day,7
base,tv,android,W,l,>90day,7
this,tv,android,W,l,>90day,7
this,ms,android,E,l,31-90day,7
base,ms,android,S,l,31-90day,7
this,ms,android,S,l,31-90day,7
base,ms,android,D,l,31-90day,7
base,ems,android,H,l,31-90day,7
this,ms,android,P,l,31-90day,7
this,ems,android,E,l,31-90day,7
this,ms,android,S,l,31-90day,7
this,ms,android,H,l,31-90day,7
base,tv,android,T,l,31-90day,7
base,ms,android,H,l,31-90day,7
this,ms,android,s,l,31-90day,7
base,ms,android,S,l,31-90day,7
this,ms,android,S,k,0day,7
this,tv,android,s,k,1-7day,7
this,ms,android,T,k,1-7day,7
base,ms,android,R,k,>90day,7
this,ms,android,R,k,>90day,7
this,ms,android,R,k,>90day,7
this,ems,android,K,j,8-30day,7
this,tv,android,K,j,8-30day,7
base,ems,android,K,j,31-90day,7
this,ms,android,T,i,0day,7
this,ms,android,R,i,0day,7
this,ms,android,R,i,0day,7
base,tv,android,W,i,0day,7
base,ms,android,R,i,1-7day,7
this,ms,android,W,i,1-7day,7
base,ms,android,N,i,1-7day,7
this,ems,android,S,i,1-7day,7
this,ms,android,O,i,8-30day,7
base,ms,android,R,i,8-30day,7
base,tv,android,H,i,8-30day,7
this,ms,android,R,i,8-30day,7
base,ms,android,s,i,8-30day,7
this,ems,android,s,i,8-30day,7
base,tv,android,P,i,>90day,7
base,ems,android,K,i,>90day,7
base,ms,android,T,i,>90day,7
this,ems,android,s,i,>90day,7
this,ms,android,T,i,>90day,7
this,ems,android,D,i,31-90day,7
this,ems,android,R,i,31-90day,7
this,tv,android,U,i,31-90day,7
base,ms,android,H,i,31-90day,7
base,tv,android,s,i,31-90day,7
this,tv,android,s,i,31-90day,7
this,tv,android,R,i,31-90day,7
this,ms,android,R,i,31-90day,7
this,tv,android,H,i,31-90day,7
base,ms,android,E,h,0day,7
this,ems,android,S,h,0day,7
base,ems,android,H,h,0day,7
base,ems,android,W,h,0day,7
this,ms,android,P,h,1-7day,7
this,ms,android,E,h,1-7day,7
this,ems,android,S,h,1-7day,7
this,tv,android,Y,h,8-30day,7
base,tv,android,H,h,8-30day,7
base,tv,android,P,h,8-30day,7
base,tv,android,H,h,>90day,7
this,md,android,H,h,>90day,7
base,md,android,R,h,>90day,7
this,ms,android,O,h,>90day,7
base,md,android,H,h,>90day,7
this,md,android,R,h,>90day,7
base,tv,android,R,h,>90day,7
this,tv,android,R,h,>90day,7
base,ems,android,W,h,>90day,7
base,tv,android,P,h,>90day,7
base,tv,android,S,h,31-90day,7
base,ms,android,T,h,31-90day,7
this,ms,android,G,h,31-90day,7
base,ems,android,E,h,31-90day,7
base,ms,android,R,h,31-90day,7
this,tv,android,H,h,31-90day,7
this,ms,android,G,h,31-90day,7
this,ems,android,W,h,31-90day,7
this,tv,android,T,h,31-90day,7
this,tv,android,P,h,31-90day,7
this,ms,android,N,h,31-90day,7
this,ms,android,S,g,1-7day,7
this,ms,android,S,g,1-7day,7
base,ms,android,S,g,8-30day,7
this,ms,android,R,g,31-90day,7
this,ms,android,S,g,31-90day,7
base,ms,android,E,f,8-30day,7
this,ems,android,N,e,0day,7
base,tv,android,T,e,8-30day,7
this,ms,android,U,e,8-30day,7
this,tv,android,U,e,8-30day,7
base,ms,android,H,e,8-30day,7
this,tv,android,S,e,8-30day,7
base,ems,android,H,e,8-30day,7
base,ms,android,R,e,8-30day,7
base,tv,android,H,e,>90day,7
this,ms,android,s,e,>90day,7
base,ms,android,K,e,>90day,7
this,ms,android,E,e,31-90day,7
base,tv,android,R,e,31-90day,7
base,ms,android,H,e,31-90day,7
this,ms,android,N,e,31-90day,7
this,ms,android,s,e,31-90day,7
base,tv,android,H,e,31-90day,7
this,tv,android,R,e,31-90day,7
base,ms,android,H,e,31-90day,7
base,ms,android,O,e,31-90day,7
this,ms,android,R,e,31-90day,7
base,ms,android,R,e,31-90day,7
base,tv,android,Y,d,0day,7
this,md,android,N,d,1-7day,7
this,si,android,D,d,1-7day,7
this,ems,android,N,d,8-30day,7
this,ms,android,E,d,>90day,7
base,sd,android,N,d,>90day,7
base,tv,android,N,d,>90day,7
this,sd,android,N,d,>90day,7
this,md,android,W,d,31-90day,7
this,tv,android,D,d,31-90day,7
this,md,android,Y,d,31-90day,7
this,tv,android,E,b,1-7day,7
base,ms,android,T,b,8-30day,7
base,ms,android,R,b,>90day,7
this,tv,android,E,b,31-90day,7
this,ms,android,Y,a,1-7day,7
this,ms,android,H,a,1-7day,7
base,ms,android,W,a,1-7day,7
base,ms,android,H,a,1-7day,7
base,ms,android,R,a,1-7day,7
base,ms,android,s,a,1-7day,7
base,ems,android,N,a,1-7day,7
base,ms,android,s,a,8-30day,7
base,ms,android,E,a,8-30day,7
base,tv,android,D,a,8-30day,7
base,ms,android,E,a,8-30day,7
base,ms,android,E,a,8-30day,7
this,ms,android,S,a,8-30day,7
base,tv,android,E,a,8-30day,7
this,ms,android,X,a,>90day,7
this,tv,android,R,a,>90day,7
this,ms,android,Y,a,>90day,7
this,ms,android,N,a,>90day,7
this,ms,android,s,a,>90day,7
this,tv,android,N,a,>90day,7
base,ms,android,s,a,>90day,7
base,ems,android,P,a,>90day,7
base,ms,android,T,a,>90day,7
this,ms,android,R,a,>90day,7
this,tv,android,T,a,>90day,7
this,ms,android,E,a,>90day,7
base,ms,android,S,a,>90day,7
base,md,android,N,a,>90day,7
base,tv,android,D,a,>90day,7
this,tv,android,s,a,>90day,7
base,ms,android,s,a,>90day,7
base,ms,android,D,a,31-90day,7
base,tv,android,R,a,31-90day,7
base,ms,android,R,a,31-90day,7
this,ms,android,E,a,31-90day,7
this,tv,android,D,a,31-90day,7
this,ms,android,D,a,31-90day,7
this,ems,android,N,a,31-90day,7
this,md,android,N,a,31-90day,7
this,sd,android,N,a,31-90day,7
this,tv,android,E,a,31-90day,7
this,ms,ios,D,y,>90day,6
base,ems,ios,H,y,31-90day,6
base,ms,ios,W,y,31-90day,6
base,ms,ios,Y,y,31-90day,6
base,tv,ios,E,v,0day,6
base,tv,ios,E,v,8-30day,6
this,ms,ios,H,v,>90day,6
base,tv,ios,D,v,>90day,6
this,ms,ios,E,v,>90day,6
base,tv,ios,E,v,31-90day,6
this,ms,ios,E,u,1-7day,6
base,tv,ios,E,u,8-30day,6
base,ms,ios,S,u,8-30day,6
this,ms,ios,P,u,8-30day,6
this,ms,ios,T,u,8-30day,6
this,tv,ios,S,u,>90day,6
base,ms,ios,E,u,31-90day,6
this,tv,ios,R,u,31-90day,6
base,ems,ios,S,u,31-90day,6
base,ms,ios,S,t,0day,6
base,ms,ios,R,t,0day,6
this,ms,ios,s,t,8-30day,6
this,ms,ios,U,t,8-30day,6
base,tv,ios,D,t,>90day,6
base,ms,ios,K,t,>90day,6
this,tv,ios,R,t,>90day,6
base,ms,ios,T,t,>90day,6
base,ms,ios,N,t,31-90day,6
this,ms,ios,N,t,31-90day,6
base,ms,ios,N,s,0day,6
base,ms,ios,P,s,0day,6
base,ems,ios,S,s,1-7day,6
this,ms,ios,T,s,8-30day,6
this,ms,ios,s,s,8-30day,6
this,ms,ios,H,s,>90day,6
this,tv,ios,U,s,>90day,6
this,ms,ios,E,s,>90day,6
base,ms,ios,P,s,31-90day,6
this,ms,ios,E,r,0day,6
this,ms,ios,N,r,0day,6
base,ms,ios,S,r,0day,6
this,ms,ios,Y,r,0day,6
this,ms,ios,S,r,0day,6
base,ms,ios,N,r,1-7day,6
this,ms,ios,K,r,1-7day,6
this,tv,ios,E,r,1-7day,6
base,ms,ios,D,r,1-7day,6
this,ms,ios,D,r,1-7day,6
base,tv,ios,T,r,1-7day,6
this,ms,ios,R,r,1-7day,6
base,ms,ios,N,r,1-7day,6
base,tv,ios,E,r,1-7day,6
this,tv,ios,K,r,1-7day,6
base,ms,ios,R,r,8-30day,6
base,ms,ios,U,r,8-30day,6
this,ms,ios,S,r,8-30day,6
this,tv,ios,N,r,8-30day,6
this,ms,ios,E,r,8-30day,6
this,ms,ios,N,r,>90day,6
base,ms,ios,W,r,>90day,6
base,ms,ios,D,r,>90day,6
base,tv,ios,N,r,>90day,6
this,ms,ios,O,r,>90day,6
this,ms,ios,D,r,>90day,6
base,ms,ios,T,r,31-90day,6
base,ms,ios,D,r,31-90day,6
base,ms,ios,U,r,31-90day,6
base,tv,ios,R,r,31-90day,6
base,tv,ios,R,r,31-90day,6
this,ms,ios,P,o,0day,6
this,ms,ios,X,o,1-7day,6
this,ms,ios,P,o,1-7day,6
this,ms,ios,R,o,8-30day,6
this,ms,ios,E,o,8-30day,6
base,ems,ios,R,o,8-30day,6
base,ms,ios,E,o,>90day,6
this,ms,ios,H,o,>90day,6
base,ms,ios,R,o,>90day,6
base,ms,ios,R,o,>90day,6
this,ems,ios,R,o,31-90day,6
base,tv,ios,D,n,0day,6
base,tv,ios,D,n,0day,6
base,tv,ios,E,n,0day,6
base,ems,ios,E,n,0day,6
base,ms,ios,E,n,0day,6
this,tv,ios,D,n,1-7day,6
base,tv,ios,T,n,1-7day,6
base,tv,ios,P,n,1-7day,6
this,tv,ios,R,n,8-30day,6
base,ems,ios,D,n,8-30day,6
this,tv,ios,N,n,8-30day,6
this,ems,ios,D,n,>90day,6
base,ms,ios,N,n,>90day,6
base,ems,ios,E,n,>90day,6
base,tv,ios,X,n,31-90day,6
this,tv,ios,E,n,31-90day,6
this,ems,ios,s,n,31-90day,6
this,tv,ios,s,n,31-90day,6
base,ms,ios,K,n,31-90day,6
base,ms,ios,S,l,>90day,6
this,tv,ios,E,l,>90day,6
base,tv,ios,H,l,>90day,6
base,ms,ios,N,j,0day,6
base,ms,ios,S,i,0day,6
base,ms,ios,E,i,0day,6
this,ms,ios,N,i,1-7day,6
this,tv,ios,E,i,8-30day,6
base,ms,ios,K,i,8-30day,6
base,ms,ios,E,i,8-30day,6
this,ems,ios,S,i,8-30day,6
base,ms,ios,H,i,8-30day,6
this,tv,ios,D,i,>90day,6
this,tv,ios,S,i,>90day,6
this,tv,ios,H,i,>90day,6
this,ems,ios,R,i,31-90day,6
base,tv,ios,S,h,0day,6
base,ms,ios,N,h,0day,6
this,ms,ios,R,h,0day,6
base,ems,ios,R,h,1-7day,6
this,ems,ios,H,h,1-7day,6
this,ms,ios,R,h,1-7day,6
base,ms,ios,G,h,1-7day,6
this,ms,ios,R,h,1-7day,6
base,ms,ios,U,h,1-7day,6
this,ms,ios,D,h,8-30day,6
base,tv,ios,W,h,>90day,6
this,tv,ios,R,h,>90day,6
base,ms,ios,R,h,>90day,6
base,tv,ios,K,h,>90day,6
this,tv,ios,K,h,>90day,6
this,tv,ios,R,h,>90day,6
base,ms,ios,R,h,>90day,6
base,ms,ios,T,h,>90day,6
base,ms,ios,T,h,31-90day,6
base,ms,ios,s,h,31-90day,6
base,ms,ios,W,h,31-90day,6
this,ms,ios,P,h,31-90day,6
base,ms,ios,Y,h,31-90day,6
this,ms,ios,D,h,31-90day,6
base,tv,ios,N,h,31-90day,6
base,tv,ios,N,h,31-90day,6
this,ms,ios,H,h,31-90day,6
this,tv,ios,G,h,31-90day,6
this,tv,ios,S,e,0day,6
base,tv,ios,S,e,0day,6
this,ms,ios,T,e,0day,6
base,ms,ios,T,e,0day,6
base,ms,ios,R,e,1-7day,6
this,ms,ios,T,e,1-7day,6
base,ms,ios,P,e,1-7day,6
base,tv,ios,R,e,8-30day,6
this,ems,ios,N,e,8-30day,6
this,tv,ios,N,e,>90day,6
this,tv,ios,R,e,>90day,6
base,ms,ios,R,e,31-90day,6
this,ms,ios,P,d,1-7day,6
base,tv,ios,P,d,>90day,6
base,tv,ios,N,a,0day,6
base,tv,ios,N,a,8-30day,6
this,ms,ios,K,a,8-30day,6
base,ms,android,E,z,0day,6
this,ms,android,E,z,0day,6
base,ms,android,H,z,1-7day,6
this,ms,android,R,z,1-7day,6
base,ms,android,R,z,8-30day,6
this,ms,android,s,z,>90day,6
this,tv,android,R,z,>90day,6
this,ems,android,H,z,>90day,6
base,ms,android,Y,z,>90day,6
base,ms,android,s,z,>90day,6
this,ms,android,R,z,31-90day,6
this,tv,android,Y,y,1-7day,6
base,ms,android,E,y,>90day,6
this,tv,android,U,y,>90day,6
this,tv,android,R,y,>90day,6
base,ms,android,W,y,>90day,6
this,ms,android,H,y,>90day,6
base,ms,android,N,y,31-90day,6
this,ms,android,R,y,31-90day,6
base,tv,android,S,w,31-90day,6
base,tv,android,E,v,1-7day,6
base,ms,android,S,v,8-30day,6
this,tv,android,U,v,>90day,6
base,tv,android,R,v,>90day,6
this,ms,android,H,v,31-90day,6
this,tv,android,E,u,0day,6
base,ms,android,H,u,0day,6
this,ms,android,E,u,1-7day,6
base,ms,android,R,u,1-7day,6
base,tv,android,E,u,1-7day,6
this,ems,android,S,u,8-30day,6
this,ms,android,R,u,8-30day,6
this,tv,android,S,u,8-30day,6
this,tv,android,R,u,8-30day,6
base,tv,android,E,u,8-30day,6
base,ms,android,W,u,8-30day,6
base,ems,android,R,u,8-30day,6
this,ems,android,N,u,>90day,6
base,tv,android,E,u,31-90day,6
base,tv,android,P,u,31-90day,6
base,ms,android,Y,u,31-90day,6
this,ms,android,E,t,0day,6
base,ms,android,S,t,0day,6
base,ms,android,E,t,0day,6
base,tv,android,S,t,0day,6
this,ms,android,O,t,1-7day,6
base,ms,android,U,t,1-7day,6
base,ms,android,T,t,1-7day,6
this,ms,android,E,t,1-7day,6
base,tv,android,R,t,1-7day,6
this,ms,android,U,t,8-30day,6
this,ms,android,S,t,8-30day,6
this,ms,android,E,t,8-30day,6
this,ms,android,R,t,8-30day,6
this,tv,android,R,t,8-30day,6
base,tv,android,X,t,8-30day,6
this,tv,android,U,t,>90day,6
this,ms,android,D,t,>90day,6
this,tv,android,U,t,>90day,6
base,ems,android,U,t,>90day,6
this,tv,android,E,t,>90day,6
this,tv,android,U,t,31-90day,6
base,ms,android,D,t,31-90day,6
base,ms,android,D,t,31-90day,6
this,tv,android,S,t,31-90day,6
this,ms,android,S,s,0day,6
this,ms,android,U,s,0day,6
this,tv,android,T,s,0day,6
base,ms,android,P,s,0day,6
base,ems,android,S,s,0day,6
this,ms,android,s,s,0day,6
base,ms,android,N,s,0day,6
base,ms,android,N,s,0day,6
this,ms,android,D,s,0day,6
base,ms,android,S,s,1-7day,6
this,ms,android,K,s,1-7day,6
this,ms,android,Y,s,1-7day,6
base,ms,android,E,s,1-7day,6
this,ms,android,N,s,1-7day,6
base,ms,android,W,s,1-7day,6
