group_name,app_name,platform,country,language,create_datediff,orders
this,ems,android,S,s,1-7day,6
this,tv,android,s,s,1-7day,6
base,ms,android,P,s,8-30day,6
this,ems,android,S,s,8-30day,6
base,tv,android,W,s,8-30day,6
base,tv,android,S,s,8-30day,6
base,ms,android,E,s,8-30day,6
this,ems,android,D,s,8-30day,6
base,ms,android,E,s,>90day,6
base,ms,android,S,s,>90day,6
base,tv,android,W,s,>90day,6
base,ms,android,K,s,>90day,6
this,tv,android,H,s,>90day,6
base,tv,android,N,s,>90day,6
base,tv,android,N,s,>90day,6
this,tv,android,H,s,>90day,6
this,ems,android,D,s,>90day,6
this,ms,android,D,s,31-90day,6
base,tv,android,s,s,31-90day,6
this,tv,android,E,s,31-90day,6
this,ms,android,Y,s,31-90day,6
base,tv,android,Y,s,31-90day,6
this,ems,android,D,s,31-90day,6
this,md,android,E,r,0day,6
this,ms,android,R,r,0day,6
base,tv,android,S,r,0day,6
this,ms,android,H,r,0day,6
base,ms,android,D,r,0day,6
base,tv,android,s,r,0day,6
base,ms,android,S,r,0day,6
this,tv,android,s,r,0day,6
this,md,android,U,r,1-7day,6
this,md,android,s,r,1-7day,6
base,ms,android,H,r,1-7day,6
base,tv,android,R,r,1-7day,6
base,ms,android,R,r,1-7day,6
base,ms,android,O,r,1-7day,6
this,ms,android,D,r,1-7day,6
base,ems,android,N,r,1-7day,6
this,ems,android,N,r,1-7day,6
base,tv,android,S,r,1-7day,6
this,tv,android,D,r,8-30day,6
this,md,android,U,r,8-30day,6
this,ms,android,X,r,8-30day,6
this,md,android,T,r,8-30day,6
this,ms,android,Y,r,8-30day,6
base,md,android,E,r,8-30day,6
base,ems,android,N,r,8-30day,6
base,ms,android,H,r,8-30day,6
base,ems,android,K,r,8-30day,6
base,ms,android,R,r,8-30day,6
base,tv,android,T,r,8-30day,6
this,md,android,R,r,>90day,6
this,ms,android,N,r,>90day,6
this,tv,android,O,r,>90day,6
this,ems,android,R,r,>90day,6
this,tv,android,D,r,>90day,6
base,ms,android,N,r,>90day,6
base,ems,android,H,r,>90day,6
base,ems,android,K,r,>90day,6
this,ms,android,H,r,>90day,6
this,ms,android,H,r,>90day,6
base,ms,android,S,r,>90day,6
base,tv,android,D,r,>90day,6
this,ms,android,U,r,>90day,6
base,ms,android,R,r,>90day,6
this,ms,android,R,r,>90day,6
this,ms,android,Y,r,>90day,6
base,ems,android,P,r,>90day,6
this,ms,android,X,r,>90day,6
this,ms,android,R,r,>90day,6
base,ms,android,R,r,>90day,6
base,ms,android,U,r,>90day,6
base,tv,android,U,r,>90day,6
this,ms,android,R,r,>90day,6
base,md,android,R,r,31-90day,6
this,ems,android,s,r,31-90day,6
base,tv,android,X,r,31-90day,6
this,ms,android,N,r,31-90day,6
base,ms,android,N,r,31-90day,6
base,ms,android,H,r,31-90day,6
this,ems,android,s,r,31-90day,6
this,ms,android,H,r,31-90day,6
base,tv,android,s,r,31-90day,6
base,ms,android,S,r,31-90day,6
this,ms,android,U,r,31-90day,6
base,tv,android,S,r,31-90day,6
base,ms,android,P,r,31-90day,6
this,tv,android,E,r,31-90day,6
base,ms,android,T,q,0day,6
base,ms,android,S,q,0day,6
this,ms,android,T,q,0day,6
base,ms,android,R,q,1-7day,6
this,ms,android,R,q,1-7day,6
base,ms,android,R,q,>90day,6
base,ms,android,T,q,31-90day,6
this,ms,android,Y,o,0day,6
base,ms,android,H,o,0day,6
base,ms,android,N,o,0day,6
this,ms,android,X,o,1-7day,6
base,ms,android,E,o,1-7day,6
this,ms,android,E,o,1-7day,6
this,ms,android,E,o,8-30day,6
base,ms,android,P,o,8-30day,6
base,ms,android,U,o,8-30day,6
base,ms,android,G,o,8-30day,6
base,ms,android,Y,o,8-30day,6
base,ems,android,R,o,8-30day,6
base,tv,android,N,o,>90day,6
this,ms,android,D,o,>90day,6
base,tv,android,R,o,>90day,6
this,ems,android,N,o,31-90day,6
base,ms,android,R,o,31-90day,6
this,ms,android,R,o,31-90day,6
this,ms,android,E,o,31-90day,6
base,ms,android,S,n,0day,6
base,tv,android,R,n,0day,6
this,tv,android,R,n,0day,6
base,si,android,D,n,0day,6
base,si,android,S,n,0day,6
base,si,android,s,n,0day,6
this,md,android,D,n,0day,6
this,tv,android,E,n,0day,6
this,ems,android,W,n,0day,6
this,si,android,K,n,1-7day,6
this,ems,android,U,n,1-7day,6
this,tv,android,E,n,1-7day,6
this,md,android,R,n,1-7day,6
this,ms,android,U,n,1-7day,6
this,tv,android,S,n,8-30day,6
this,tv,android,D,n,8-30day,6
base,md,android,N,n,8-30day,6
this,sd,android,S,n,8-30day,6
base,md,android,s,n,8-30day,6
this,md,android,E,n,8-30day,6
base,sd,android,R,n,8-30day,6
base,sd,android,D,n,8-30day,6
base,ms,android,G,n,8-30day,6
this,ems,android,S,n,8-30day,6
this,tv,android,X,n,8-30day,6
base,ms,android,Y,n,8-30day,6
this,ms,android,N,n,>90day,6
this,tv,android,E,n,>90day,6
base,ems,android,Y,n,>90day,6
base,ms,android,K,n,>90day,6
base,ms,android,T,n,>90day,6
this,ms,android,T,n,>90day,6
this,ems,android,P,n,>90day,6
base,md,android,R,n,>90day,6
base,ems,android,R,n,>90day,6
base,md,android,G,n,>90day,6
this,md,android,R,n,>90day,6
base,ems,android,R,n,>90day,6
base,si,android,s,n,>90day,6
base,ems,android,P,n,>90day,6
this,md,android,X,n,>90day,6
this,ems,android,E,n,>90day,6
base,ems,android,E,n,>90day,6
this,ms,android,s,n,>90day,6
base,ms,android,D,n,>90day,6
base,ems,android,Y,n,31-90day,6
this,tv,android,S,n,31-90day,6
this,md,android,N,n,31-90day,6
base,tv,android,S,n,31-90day,6
base,si,android,E,n,31-90day,6
this,ems,android,R,n,31-90day,6
this,si,android,K,n,31-90day,6
this,ms,android,T,n,31-90day,6
this,ms,android,R,n,31-90day,6
base,md,android,R,n,31-90day,6
base,tv,android,U,n,31-90day,6
this,ms,android,G,n,31-90day,6
this,ms,android,E,m,8-30day,6
this,ms,android,S,l,0day,6
base,ms,android,E,l,0day,6
this,ms,android,S,l,0day,6
this,ms,android,T,l,1-7day,6
this,ms,android,S,l,1-7day,6
base,ms,android,S,l,1-7day,6
base,ms,android,R,l,1-7day,6
base,ms,android,P,l,8-30day,6
this,ems,android,H,l,8-30day,6
base,tv,android,U,l,8-30day,6
base,ms,android,U,l,>90day,6
base,ms,android,E,l,>90day,6
base,ems,android,E,l,>90day,6
base,ms,android,R,l,>90day,6
base,tv,android,R,l,>90day,6
base,tv,android,s,l,>90day,6
this,ms,android,O,l,31-90day,6
base,ms,android,S,l,31-90day,6
base,ms,android,S,l,31-90day,6
this,ms,android,s,k,1-7day,6
base,ms,android,R,k,1-7day,6
base,ms,android,E,k,8-30day,6
base,ems,android,U,k,>90day,6
this,tv,android,K,j,1-7day,6
base,ms,android,R,i,0day,6
this,ms,android,H,i,0day,6
base,ms,android,H,i,0day,6
this,ms,android,W,i,0day,6
base,ems,android,W,i,0day,6
base,tv,android,X,i,0day,6
base,ms,android,H,i,0day,6
base,tv,android,W,i,1-7day,6
this,ms,android,R,i,1-7day,6
base,tv,android,S,i,1-7day,6
base,tv,android,R,i,1-7day,6
this,ms,android,E,i,1-7day,6
base,ems,android,D,i,8-30day,6
this,tv,android,S,i,8-30day,6
base,ms,android,E,i,8-30day,6
this,ms,android,s,i,8-30day,6
base,ms,android,O,i,8-30day,6
base,ems,android,R,i,8-30day,6
base,ems,android,D,i,>90day,6
this,tv,android,H,i,>90day,6
this,ems,android,D,i,>90day,6
this,ms,android,D,i,>90day,6
this,ems,android,W,i,>90day,6
base,ems,android,R,i,>90day,6
base,tv,android,R,i,>90day,6
this,ems,android,U,i,31-90day,6
base,sd,android,N,i,31-90day,6
base,tv,android,Y,i,31-90day,6
this,ms,android,R,i,31-90day,6
this,si,android,D,h,0day,6
this,ems,android,S,h,0day,6
this,ms,android,P,h,0day,6
base,ems,android,W,h,1-7day,6
this,tv,android,R,h,1-7day,6
this,ems,android,W,h,1-7day,6
this,ms,android,U,h,1-7day,6
base,ms,android,R,h,1-7day,6
this,ems,android,W,h,1-7day,6
this,ms,android,X,h,1-7day,6
this,tv,android,G,h,1-7day,6
base,ms,android,R,h,1-7day,6
this,ms,android,P,h,1-7day,6
this,ems,android,W,h,8-30day,6
this,ems,android,Y,h,8-30day,6
base,ms,android,E,h,8-30day,6
this,ems,android,P,h,8-30day,6
this,ms,android,X,h,8-30day,6
base,ms,android,O,h,8-30day,6
this,ms,android,R,h,8-30day,6
base,tv,android,G,h,8-30day,6
this,ems,android,W,h,>90day,6
this,ems,android,E,h,>90day,6
base,ems,android,E,h,>90day,6
this,ems,android,N,h,>90day,6
this,tv,android,P,h,>90day,6
base,tv,android,H,h,>90day,6
this,ems,android,Y,h,>90day,6
base,tv,android,P,h,>90day,6
this,tv,android,R,h,>90day,6
this,ems,android,s,h,31-90day,6
base,ems,android,W,h,31-90day,6
base,ms,android,K,h,31-90day,6
this,ms,android,E,h,31-90day,6
this,ms,android,S,g,0day,6
base,ms,android,T,g,1-7day,6
this,ms,android,U,g,>90day,6
base,ms,android,S,g,31-90day,6
this,tv,android,E,g,31-90day,6
base,ms,android,U,e,0day,6
base,ms,android,E,e,0day,6
base,ms,android,S,e,0day,6
base,ms,android,S,e,1-7day,6
base,ms,android,s,e,1-7day,6
base,ms,android,E,e,1-7day,6
this,ms,android,S,e,1-7day,6
this,ms,android,H,e,8-30day,6
this,ms,android,D,e,8-30day,6
this,ms,android,U,e,>90day,6
base,tv,android,S,e,>90day,6
this,sd,android,N,e,>90day,6
this,tv,android,U,e,>90day,6
this,ms,android,S,e,31-90day,6
this,ms,android,D,d,0day,6
base,ms,android,D,d,0day,6
this,ms,android,D,d,1-7day,6
this,ems,android,Y,d,1-7day,6
this,md,android,E,d,1-7day,6
this,md,android,N,d,8-30day,6
base,md,android,Y,d,8-30day,6
this,ems,android,Y,d,>90day,6
base,ms,android,s,d,>90day,6
this,ms,android,s,d,>90day,6
base,ems,android,Y,d,>90day,6
this,tv,android,S,d,>90day,6
this,ms,android,N,d,>90day,6
this,ms,android,R,b,>90day,6
this,tv,android,E,a,0day,6
base,ms,android,W,a,0day,6
base,ms,android,S,a,0day,6
base,ems,android,N,a,0day,6
base,tv,android,S,a,1-7day,6
base,ems,android,H,a,1-7day,6
base,ms,android,R,a,1-7day,6
this,ms,android,E,a,1-7day,6
base,ms,android,S,a,1-7day,6
this,ms,android,E,a,1-7day,6
this,ms,android,E,a,8-30day,6
base,si,android,N,a,8-30day,6
base,ms,android,D,a,>90day,6
base,tv,android,U,a,>90day,6
this,ms,android,N,a,>90day,6
base,ms,android,E,a,>90day,6
base,tv,android,R,a,>90day,6
this,tv,android,D,a,>90day,6
this,tv,android,D,a,>90day,6
base,tv,android,s,a,>90day,6
base,ms,android,R,a,>90day,6
base,ms,android,N,a,31-90day,6
this,tv,android,S,a,31-90day,6
this,ms,android,Y,a,31-90day,6
base,tv,android,S,a,31-90day,6
this,tv,android,E,a,31-90day,6
base,ms,android,s,a,31-90day,6
base,ms,android,S,a,31-90day,6
this,ems,android,K,a,31-90day,6
this,ms,ios,s,y,8-30day,5
this,ms,ios,s,y,31-90day,5
this,ms,ios,W,y,31-90day,5
this,tv,ios,E,v,0day,5
base,ms,ios,s,v,1-7day,5
base,tv,ios,N,v,>90day,5
base,tv,ios,R,v,>90day,5
base,ms,ios,S,v,>90day,5
this,ms,ios,W,u,0day,5
base,ems,ios,N,u,1-7day,5
base,ms,ios,D,u,1-7day,5
base,tv,ios,E,u,1-7day,5
base,tv,ios,s,u,1-7day,5
base,ms,ios,T,u,1-7day,5
base,ms,ios,E,u,8-30day,5
base,ms,ios,R,u,8-30day,5
base,ems,ios,U,u,>90day,5
this,ms,ios,R,u,>90day,5
this,ms,ios,R,t,0day,5
this,ms,ios,R,t,1-7day,5
base,ms,ios,U,t,1-7day,5
this,tv,ios,S,t,8-30day,5
base,tv,ios,s,t,>90day,5
base,tv,ios,U,t,>90day,5
this,ms,ios,R,t,>90day,5
base,ms,ios,R,t,>90day,5
base,ms,ios,R,t,31-90day,5
base,ms,ios,s,t,31-90day,5
base,ms,ios,S,s,0day,5
this,ms,ios,N,s,1-7day,5
base,tv,ios,K,s,1-7day,5
this,ms,ios,R,s,8-30day,5
this,ms,ios,E,s,8-30day,5
this,ms,ios,P,s,8-30day,5
this,ms,ios,U,s,>90day,5
this,tv,ios,H,s,>90day,5
this,tv,ios,N,s,>90day,5
this,ms,ios,T,s,>90day,5
this,ms,ios,P,s,31-90day,5
base,ms,ios,S,s,31-90day,5
base,ms,ios,K,r,0day,5
base,ms,ios,N,r,0day,5
this,ms,ios,K,r,0day,5
base,tv,ios,R,r,0day,5
base,ms,ios,N,r,0day,5
base,ems,ios,E,r,0day,5
base,ms,ios,T,r,0day,5
this,ms,ios,S,r,0day,5
base,ms,ios,E,r,0day,5
this,tv,ios,K,r,0day,5
base,tv,ios,E,r,1-7day,5
this,ms,ios,E,r,1-7day,5
base,ms,ios,S,r,1-7day,5
base,tv,ios,R,r,1-7day,5
this,ms,ios,S,r,1-7day,5
this,ms,ios,W,r,1-7day,5
this,tv,ios,S,r,1-7day,5
base,ms,ios,W,r,1-7day,5
this,ms,ios,E,r,1-7day,5
base,ms,ios,N,r,8-30day,5
this,tv,ios,R,r,8-30day,5
this,tv,ios,s,r,8-30day,5
this,tv,ios,E,r,8-30day,5
this,tv,ios,S,r,>90day,5
this,tv,ios,U,r,>90day,5
base,tv,ios,T,r,>90day,5
this,tv,ios,T,r,>90day,5
base,ms,ios,H,r,>90day,5
this,tv,ios,R,r,>90day,5
base,ms,ios,R,r,>90day,5
base,ms,ios,W,r,>90day,5
base,ms,ios,Y,r,31-90day,5
base,ms,ios,S,r,31-90day,5
this,tv,ios,N,r,31-90day,5
this,ms,ios,W,r,31-90day,5
base,tv,ios,S,r,31-90day,5
base,ms,ios,E,r,31-90day,5
base,ms,ios,N,o,0day,5
base,ms,ios,N,o,1-7day,5
base,ms,ios,N,o,8-30day,5
base,ms,ios,N,o,>90day,5
base,tv,ios,N,o,>90day,5
base,tv,ios,D,o,>90day,5
base,ms,ios,G,o,31-90day,5
this,ms,ios,N,o,31-90day,5
base,ms,ios,N,o,31-90day,5
this,tv,ios,R,n,0day,5
this,ems,ios,H,n,0day,5
base,tv,ios,R,n,0day,5
base,tv,ios,R,n,0day,5
base,ms,ios,N,n,0day,5
this,ems,ios,E,n,0day,5
this,ms,ios,s,n,0day,5
this,ms,ios,R,n,0day,5
base,ems,ios,K,n,1-7day,5
this,tv,ios,E,n,1-7day,5
base,ems,ios,E,n,1-7day,5
base,ems,ios,s,n,1-7day,5
this,ems,ios,s,n,8-30day,5
base,ems,ios,G,n,8-30day,5
base,tv,ios,S,n,>90day,5
this,tv,ios,S,n,>90day,5
this,ms,ios,P,n,>90day,5
base,ems,ios,G,n,>90day,5
this,ems,ios,W,n,>90day,5
base,tv,ios,E,n,31-90day,5
base,ems,ios,S,n,31-90day,5
this,tv,ios,N,l,0day,5
base,tv,ios,N,l,0day,5
this,ms,ios,E,l,8-30day,5
base,ms,ios,W,l,>90day,5
base,ms,ios,S,l,31-90day,5
this,tv,ios,S,i,0day,5
base,tv,ios,P,i,0day,5
base,tv,ios,E,i,1-7day,5
base,ms,ios,K,i,1-7day,5
base,tv,ios,s,i,1-7day,5
base,tv,ios,P,i,1-7day,5
base,ms,ios,E,i,1-7day,5
this,ems,ios,S,i,1-7day,5
base,ms,ios,Y,i,8-30day,5
base,ems,ios,s,i,8-30day,5
this,ms,ios,S,i,8-30day,5
this,ms,ios,O,i,8-30day,5
base,ems,ios,R,i,8-30day,5
base,tv,ios,R,i,>90day,5
this,ms,ios,T,i,>90day,5
base,tv,ios,H,i,>90day,5
base,ms,ios,U,i,31-90day,5
this,ms,ios,X,i,31-90day,5
this,ems,ios,X,i,31-90day,5
base,ms,ios,s,h,0day,5
this,ms,ios,R,h,0day,5
base,ems,ios,R,h,0day,5
base,ms,ios,Y,h,0day,5
base,ms,ios,W,h,0day,5
this,tv,ios,S,h,0day,5
this,ems,ios,S,h,0day,5
this,ms,ios,P,h,1-7day,5
base,ms,ios,R,h,1-7day,5
base,tv,ios,N,h,8-30day,5
this,ms,ios,R,h,8-30day,5
this,tv,ios,R,h,>90day,5
this,tv,ios,E,h,>90day,5
base,ms,ios,R,h,>90day,5
this,ms,ios,E,h,>90day,5
this,ms,ios,H,h,>90day,5
this,tv,ios,s,h,31-90day,5
base,ems,ios,X,h,31-90day,5
base,ms,ios,E,h,31-90day,5
base,ems,ios,R,h,31-90day,5
this,ms,ios,U,h,31-90day,5
base,ms,ios,E,e,1-7day,5
base,ms,ios,T,e,1-7day,5
base,tv,ios,S,e,1-7day,5
this,ms,ios,E,e,8-30day,5
this,ms,ios,P,e,8-30day,5
this,ms,ios,R,e,8-30day,5
this,tv,ios,N,e,8-30day,5
this,ms,ios,X,e,>90day,5
base,tv,ios,E,d,1-7day,5
base,ms,ios,E,a,0day,5
base,ms,ios,W,a,1-7day,5
base,ms,ios,R,a,8-30day,5
this,tv,ios,S,a,8-30day,5
this,ms,ios,s,a,>90day,5
this,ms,ios,E,a,>90day,5
base,tv,ios,Y,a,>90day,5
base,ms,ios,E,a,>90day,5
this,ms,ios,E,a,>90day,5
base,ems,android,U,z,0day,5
base,ms,android,W,z,8-30day,5
this,ms,android,R,z,8-30day,5
base,ems,android,U,z,8-30day,5
this,ms,android,E,z,>90day,5
base,tv,android,E,z,>90day,5
this,md,android,U,z,>90day,5
base,ms,android,E,z,31-90day,5
base,ms,android,D,z,31-90day,5
this,ms,android,P,z,31-90day,5
this,ms,android,R,z,31-90day,5
this,ms,android,S,y,0day,5
base,ms,android,U,y,1-7day,5
base,tv,android,H,y,8-30day,5
this,ms,android,U,y,>90day,5
this,ms,android,U,y,>90day,5
this,ms,android,T,y,>90day,5
base,tv,android,E,w,0day,5
this,ms,android,U,w,>90day,5
base,tv,android,X,w,>90day,5
base,tv,android,E,v,0day,5
base,ms,android,s,v,1-7day,5
base,ms,android,S,v,>90day,5
this,ms,android,s,v,>90day,5
base,tv,android,U,v,31-90day,5
base,ems,android,S,u,0day,5
this,ms,android,E,u,0day,5
this,tv,android,s,u,0day,5
base,ems,android,S,u,1-7day,5
this,ms,android,G,u,1-7day,5
base,tv,android,E,u,1-7day,5
base,tv,android,s,u,8-30day,5
this,tv,android,R,u,8-30day,5
this,ems,android,E,u,8-30day,5
base,ms,android,E,u,>90day,5
this,tv,android,E,u,>90day,5
this,ems,android,R,u,>90day,5
base,tv,android,N,u,>90day,5
this,ms,android,D,u,>90day,5
base,ms,android,D,u,>90day,5
base,tv,android,W,u,>90day,5
this,ms,android,S,u,31-90day,5
this,ms,android,R,u,31-90day,5
base,ms,android,R,u,31-90day,5
this,ems,android,H,u,31-90day,5
this,tv,android,E,u,31-90day,5
base,ms,android,O,t,0day,5
base,ems,android,T,t,1-7day,5
base,ms,android,O,t,1-7day,5
base,tv,android,G,t,1-7day,5
this,ms,android,E,t,1-7day,5
this,tv,android,R,t,1-7day,5
base,tv,android,P,t,1-7day,5
base,ms,android,U,t,8-30day,5
this,tv,android,s,t,>90day,5
this,ems,android,s,t,31-90day,5
this,tv,android,s,s,0day,5
base,ms,android,D,s,0day,5
this,ms,android,D,s,0day,5
this,ms,android,H,s,0day,5
base,tv,android,E,s,0day,5
base,ms,android,H,s,0day,5
base,ems,android,N,s,1-7day,5
base,ms,android,R,s,1-7day,5
this,tv,android,T,s,1-7day,5
this,tv,android,U,s,1-7day,5
this,ms,android,E,s,1-7day,5
base,ms,android,N,s,1-7day,5
base,ms,android,s,s,1-7day,5
this,md,android,Y,s,1-7day,5
this,ms,android,s,s,1-7day,5
this,ms,android,E,s,8-30day,5
base,ms,android,S,s,8-30day,5
this,ms,android,S,s,8-30day,5
base,ms,android,G,s,8-30day,5
this,ms,android,W,s,8-30day,5
base,ms,android,H,s,8-30day,5
this,ms,android,H,s,8-30day,5
base,ms,android,Y,s,>90day,5
this,ms,android,E,s,>90day,5
this,tv,android,s,s,>90day,5
base,ms,android,R,s,>90day,5
this,ms,android,E,s,>90day,5
this,ms,android,O,s,>90day,5
this,tv,android,D,s,>90day,5
base,tv,android,D,s,>90day,5
base,ms,android,K,s,>90day,5
base,ms,android,U,s,>90day,5
base,ems,android,N,s,31-90day,5
base,ms,android,s,s,31-90day,5
base,ms,android,G,s,31-90day,5
base,tv,android,E,s,31-90day,5
base,ms,android,H,s,31-90day,5
base,tv,android,U,s,31-90day,5
this,tv,android,Y,s,31-90day,5
base,ms,android,H,s,31-90day,5
base,ems,android,N,s,31-90day,5
this,tv,android,S,s,31-90day,5
this,tv,android,W,s,31-90day,5
this,tv,android,D,r,0day,5
base,tv,android,N,r,0day,5
base,tv,android,P,r,0day,5
this,ms,android,D,r,0day,5
this,tv,android,S,r,0day,5
base,ms,android,R,r,0day,5
this,ms,android,X,r,0day,5
this,ms,android,E,r,0day,5
base,ms,android,N,r,0day,5
this,ms,android,R,r,1-7day,5
this,ms,android,G,r,1-7day,5
base,ems,android,s,r,1-7day,5
this,ems,android,W,r,1-7day,5
this,ems,android,O,r,1-7day,5
base,tv,android,K,r,1-7day,5
this,md,android,X,r,1-7day,5
this,ems,android,H,r,1-7day,5
base,ms,android,U,r,1-7day,5
base,ms,android,D,r,1-7day,5
base,tv,android,T,r,1-7day,5
this,ms,android,E,r,1-7day,5
this,tv,android,s,r,1-7day,5
base,ms,android,R,r,1-7day,5
base,ms,android,E,r,1-7day,5
this,tv,android,E,r,1-7day,5
this,tv,android,U,r,8-30day,5
base,tv,android,U,r,8-30day,5
base,ems,android,s,r,8-30day,5
base,ms,android,H,r,8-30day,5
base,tv,android,R,r,8-30day,5
base,ems,android,R,r,8-30day,5
this,ms,android,E,r,8-30day,5
this,ms,android,D,r,8-30day,5
this,tv,android,K,r,8-30day,5
this,ems,android,N,r,8-30day,5
base,tv,android,s,r,8-30day,5
base,ms,android,R,r,8-30day,5
this,ms,android,R,r,8-30day,5
base,ems,android,D,r,>90day,5
this,ems,android,S,r,>90day,5
base,tv,android,X,r,>90day,5
this,tv,android,Y,r,>90day,5
this,tv,android,E,r,>90day,5
base,tv,android,E,r,>90day,5
base,ms,android,H,r,>90day,5
base,tv,android,N,r,>90day,5
base,tv,android,R,r,>90day,5
base,tv,android,R,r,>90day,5
this,ms,android,S,r,>90day,5
base,ms,android,S,r,>90day,5
this,ms,android,D,r,>90day,5
base,tv,android,R,r,>90day,5
base,ms,android,Y,r,>90day,5
this,ms,android,P,r,>90day,5
this,ms,android,U,r,>90day,5
base,tv,android,H,r,31-90day,5
base,ms,android,W,r,31-90day,5
base,tv,android,S,r,31-90day,5
base,ms,android,R,r,31-90day,5
base,ms,android,R,r,31-90day,5
base,tv,android,R,r,31-90day,5
base,ms,android,Y,r,31-90day,5
base,md,android,E,r,31-90day,5
base,ems,android,K,r,31-90day,5
this,ms,android,S,r,31-90day,5
this,tv,android,E,r,31-90day,5
this,ms,android,D,r,31-90day,5
base,ms,android,T,q,1-7day,5
base,ms,android,S,q,31-90day,5
base,ms,android,D,o,0day,5
base,ms,android,W,o,0day,5
this,tv,android,D,o,1-7day,5
this,ms,android,P,o,1-7day,5
this,ms,android,S,o,1-7day,5
this,tv,android,H,o,1-7day,5
this,md,android,N,o,8-30day,5
this,ms,android,E,o,8-30day,5
base,ms,android,W,o,8-30day,5
this,ms,android,H,o,8-30day,5
base,ms,android,R,o,8-30day,5
this,ms,android,E,o,8-30day,5
base,tv,android,D,o,>90day,5
base,ms,android,G,o,>90day,5
this,tv,android,R,o,>90day,5
base,tv,android,G,o,>90day,5
base,ms,android,R,o,>90day,5
this,tv,android,H,o,>90day,5
this,ms,android,N,o,>90day,5
base,ms,android,N,o,>90day,5
this,md,android,N,o,31-90day,5
base,tv,android,s,o,31-90day,5
base,tv,android,S,n,0day,5
this,si,android,D,n,0day,5
base,ems,android,X,n,0day,5
this,md,android,Y,n,0day,5
base,si,android,K,n,0day,5
base,ems,android,W,n,0day,5
this,si,android,K,n,0day,5
this,tv,android,S,n,0day,5
base,si,android,s,n,0day,5
this,si,android,S,n,0day,5
this,ms,android,H,n,0day,5
base,ms,android,R,n,0day,5
base,ms,android,H,n,0day,5
this,si,android,S,n,1-7day,5
base,md,android,U,n,1-7day,5
this,tv,android,R,n,1-7day,5
base,md,android,s,n,1-7day,5
base,md,android,E,n,1-7day,5
base,ems,android,R,n,1-7day,5
this,tv,android,R,n,1-7day,5
this,tv,android,P,n,1-7day,5
base,tv,android,N,n,1-7day,5
this,tv,android,K,n,1-7day,5
base,md,android,E,n,8-30day,5
this,tv,android,K,n,8-30day,5
base,md,android,W,n,8-30day,5
this,tv,android,P,n,8-30day,5
base,ms,android,R,n,8-30day,5
this,ms,android,N,n,8-30day,5
this,ms,android,H,n,>90day,5
this,ms,android,X,n,>90day,5
this,tv,android,K,n,>90day,5
this,md,android,R,n,>90day,5
this,ems,android,O,n,>90day,5
base,md,android,R,n,>90day,5
base,md,android,H,n,>90day,5
this,si,android,D,n,>90day,5
base,md,android,N,n,>90day,5
base,ems,android,E,n,>90day,5
base,tv,android,N,n,>90day,5
this,si,android,W,n,>90day,5
base,md,android,N,n,>90day,5
base,ems,android,S,n,>90day,5
this,ms,android,K,n,>90day,5
base,md,android,s,n,>90day,5
this,md,android,D,n,31-90day,5
base,ms,android,T,n,31-90day,5
this,ems,android,E,n,31-90day,5
this,ems,android,G,n,31-90day,5
base,si,android,D,n,31-90day,5
base,md,android,S,n,31-90day,5
this,md,android,W,n,31-90day,5
base,ms,android,D,n,31-90day,5
this,tv,android,H,n,31-90day,5
this,ms,android,Y,n,31-90day,5
base,ems,android,N,m,1-7day,5
